ref_year,provider_code,code_year,provider_name,Course_level,primary_BFOE,citizenship,EFTSL
2014,3027,3027-2014,University of South Australia,Postgrad by course,02 Information Technology,International,65.375
2014,3027,3027-2014,University of South Australia,Postgrad by course,03 Engineering and Related Technologies,International,77.75
2014,3027,3027-2014,University of South Australia,Postgrad by course,04 Architecture and Building,International,52.375
2014,3027,3027-2014,University of South Australia,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,15.875
2014,3027,3027-2014,University of South Australia,Postgrad by course,06 Health,International,39
2014,3027,3027-2014,University of South Australia,Postgrad by course,07 Education,International,69.375
2014,3027,3027-2014,University of South Australia,Postgrad by course,08 Management and Commerce,International,544.125
2014,3027,3027-2014,University of South Australia,Postgrad by course,09 Society and Culture,International,62.625
2014,3027,3027-2014,University of South Australia,Postgrad by course,10 Creative Arts,International,7.625
2014,3027,3027-2014,University of South Australia,Undergrad,01 Natural and Physical Sciences,International,77
2014,3027,3027-2014,University of South Australia,Undergrad,02 Information Technology,International,89.5
2014,3027,3027-2014,University of South Australia,Undergrad,03 Engineering and Related Technologies,International,398.75
2014,3027,3027-2014,University of South Australia,Undergrad,04 Architecture and Building,International,107.75
2014,3027,3027-2014,University of South Australia,Undergrad,"05 Agriculture, Environmental and Related Studies",International,9.75
2014,3027,3027-2014,University of South Australia,Undergrad,06 Health,International,656.75
2014,3027,3027-2014,University of South Australia,Undergrad,07 Education,International,19.125
2014,3027,3027-2014,University of South Australia,Undergrad,08 Management and Commerce,International,1043.5
2014,3027,3027-2014,University of South Australia,Undergrad,09 Society and Culture,International,83.875
2014,3027,3027-2014,University of South Australia,Undergrad,10 Creative Arts,International,93.625
2014,3029,3029-2014,Flinders University,Postgrad by course,01 Natural and Physical Sciences,Domestic,30.125
2014,3029,3029-2014,Flinders University,Postgrad by course,02 Information Technology,Domestic,7.25
2014,3029,3029-2014,Flinders University,Postgrad by course,03 Engineering and Related Technologies,Domestic,9.375
2014,3029,3029-2014,Flinders University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,11.5
2014,3029,3029-2014,Flinders University,Postgrad by course,06 Health,Domestic,1144.333333
2014,3029,3029-2014,Flinders University,Postgrad by course,07 Education,Domestic,383.7083333
2014,3029,3029-2014,Flinders University,Postgrad by course,08 Management and Commerce,Domestic,458.25
2014,3029,3029-2014,Flinders University,Postgrad by course,09 Society and Culture,Domestic,461.875
2014,3029,3029-2014,Flinders University,Postgrad by course,10 Creative Arts,Domestic,5.625
2014,3029,3029-2014,Flinders University,Undergrad,01 Natural and Physical Sciences,Domestic,1079.916667
2014,3029,3029-2014,Flinders University,Undergrad,02 Information Technology,Domestic,223.8333333
2014,3029,3029-2014,Flinders University,Undergrad,03 Engineering and Related Technologies,Domestic,417.5416667
2014,3029,3029-2014,Flinders University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,108.5
2014,3029,3029-2014,Flinders University,Undergrad,06 Health,Domestic,2840.958333
2014,3029,3029-2014,Flinders University,Undergrad,07 Education,Domestic,1971.666667
2014,3029,3029-2014,Flinders University,Undergrad,08 Management and Commerce,Domestic,768.75
2014,3029,3029-2014,Flinders University,Undergrad,09 Society and Culture,Domestic,2745.541667
2014,3029,3029-2014,Flinders University,Undergrad,10 Creative Arts,Domestic,281
2014,3029,3029-2014,Flinders University,Postgrad by course,01 Natural and Physical Sciences,International,46.875
2014,3029,3029-2014,Flinders University,Postgrad by course,02 Information Technology,International,32.625
2014,3029,3029-2014,Flinders University,Postgrad by course,03 Engineering and Related Technologies,International,37.375
2014,3029,3029-2014,Flinders University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,32.375
2014,3029,3029-2014,Flinders University,Postgrad by course,06 Health,International,209.375
2014,3029,3029-2014,Flinders University,Postgrad by course,07 Education,International,146.7916667
2014,3029,3029-2014,Flinders University,Postgrad by course,08 Management and Commerce,International,147.25
2014,3029,3029-2014,Flinders University,Postgrad by course,09 Society and Culture,International,175.875
2014,3029,3029-2014,Flinders University,Postgrad by course,10 Creative Arts,International,2.5
2014,3029,3029-2014,Flinders University,Undergrad,01 Natural and Physical Sciences,International,41.625
2014,3029,3029-2014,Flinders University,Undergrad,02 Information Technology,International,23.375
2014,3029,3029-2014,Flinders University,Undergrad,03 Engineering and Related Technologies,International,30.375
2014,3029,3029-2014,Flinders University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,4.75
2014,3029,3029-2014,Flinders University,Undergrad,06 Health,International,534.3333333
2014,3029,3029-2014,Flinders University,Undergrad,07 Education,International,11.125
2014,3029,3029-2014,Flinders University,Undergrad,08 Management and Commerce,International,105
2014,3029,3029-2014,Flinders University,Undergrad,09 Society and Culture,International,47.41666667
2014,3029,3029-2014,Flinders University,Undergrad,10 Creative Arts,International,6.375
2014,3030,3030-2014,Deakin University,Postgrad by course,01 Natural and Physical Sciences,Domestic,21.375
2014,3030,3030-2014,Deakin University,Postgrad by course,02 Information Technology,Domestic,94.75
2014,3030,3030-2014,Deakin University,Postgrad by course,03 Engineering and Related Technologies,Domestic,11.5
2014,3030,3030-2014,Deakin University,Postgrad by course,04 Architecture and Building,Domestic,156
2014,3030,3030-2014,Deakin University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,9.125
2014,3030,3030-2014,Deakin University,Postgrad by course,06 Health,Domestic,663.875
2014,3030,3030-2014,Deakin University,Postgrad by course,07 Education,Domestic,808.125
2014,3030,3030-2014,Deakin University,Postgrad by course,08 Management and Commerce,Domestic,917.5
2014,3030,3030-2014,Deakin University,Postgrad by course,09 Society and Culture,Domestic,901.125
2014,3030,3030-2014,Deakin University,Postgrad by course,10 Creative Arts,Domestic,26.625
2014,3030,3030-2014,Deakin University,Undergrad,01 Natural and Physical Sciences,Domestic,1492.2925
2014,3030,3030-2014,Deakin University,Undergrad,02 Information Technology,Domestic,845.875
2014,3030,3030-2014,Deakin University,Undergrad,03 Engineering and Related Technologies,Domestic,753.375
2014,3030,3030-2014,Deakin University,Undergrad,04 Architecture and Building,Domestic,664.75
2014,3030,3030-2014,Deakin University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,431.37375
2014,3030,3030-2014,Deakin University,Undergrad,06 Health,Domestic,5484.9375
2014,3030,3030-2014,Deakin University,Undergrad,07 Education,Domestic,3551.14375
2014,3030,3030-2014,Deakin University,Undergrad,08 Management and Commerce,Domestic,3348.34625
2014,3030,3030-2014,Deakin University,Undergrad,09 Society and Culture,Domestic,6878.495
2014,3030,3030-2014,Deakin University,Undergrad,10 Creative Arts,Domestic,1419.87625
2014,3030,3030-2014,Deakin University,Postgrad by course,01 Natural and Physical Sciences,International,35.375
2014,3030,3030-2014,Deakin University,Postgrad by course,02 Information Technology,International,282.125
2014,3030,3030-2014,Deakin University,Postgrad by course,03 Engineering and Related Technologies,International,265.25
2014,3030,3030-2014,Deakin University,Postgrad by course,04 Architecture and Building,International,142.875
2014,3030,3030-2014,Deakin University,Postgrad by course,06 Health,International,91.75
2014,3030,3030-2014,Deakin University,Postgrad by course,07 Education,International,86.625
2014,3030,3030-2014,Deakin University,Postgrad by course,08 Management and Commerce,International,1475.375
2014,3030,3030-2014,Deakin University,Postgrad by course,09 Society and Culture,International,97.5
2014,3030,3030-2014,Deakin University,Postgrad by course,10 Creative Arts,International,0.5
2014,3030,3030-2014,Deakin University,Undergrad,01 Natural and Physical Sciences,International,74.125
2014,3030,3030-2014,Deakin University,Undergrad,02 Information Technology,International,253.875
2014,3030,3030-2014,Deakin University,Undergrad,03 Engineering and Related Technologies,International,123.625
2014,3030,3030-2014,Deakin University,Undergrad,04 Architecture and Building,International,71.25
2014,3030,3030-2014,Deakin University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,22.125
2014,3030,3030-2014,Deakin University,Undergrad,06 Health,International,402.25
2014,3030,3030-2014,Deakin University,Undergrad,07 Education,International,16.8125
2014,3030,3030-2014,Deakin University,Undergrad,08 Management and Commerce,International,1710.35375
2014,3030,3030-2014,Deakin University,Undergrad,09 Society and Culture,International,141.875
2014,3030,3030-2014,Deakin University,Undergrad,10 Creative Arts,International,176.625
2014,3032,3032-2014,Griffith University,Postgrad by course,01 Natural and Physical Sciences,Domestic,36.25
2014,3032,3032-2014,Griffith University,Postgrad by course,02 Information Technology,Domestic,18.85
2014,3032,3032-2014,Griffith University,Postgrad by course,03 Engineering and Related Technologies,Domestic,58.25
2014,3032,3032-2014,Griffith University,Postgrad by course,04 Architecture and Building,Domestic,40.875
2014,3032,3032-2014,Griffith University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,36.875
2014,3032,3032-2014,Griffith University,Postgrad by course,06 Health,Domestic,1010.875
2014,3032,3032-2014,Griffith University,Postgrad by course,07 Education,Domestic,616.625
2014,3032,3032-2014,Griffith University,Postgrad by course,08 Management and Commerce,Domestic,275.625
2014,3032,3032-2014,Griffith University,Postgrad by course,09 Society and Culture,Domestic,530.0625
2014,3032,3032-2014,Griffith University,Postgrad by course,10 Creative Arts,Domestic,111.9375
2014,3032,3032-2014,Griffith University,Undergrad,01 Natural and Physical Sciences,Domestic,1842.49968
2014,3032,3032-2014,Griffith University,Undergrad,02 Information Technology,Domestic,658.51594
2014,3032,3032-2014,Griffith University,Undergrad,03 Engineering and Related Technologies,Domestic,1496.04304
2014,3032,3032-2014,Griffith University,Undergrad,04 Architecture and Building,Domestic,431.3608
2014,3032,3032-2014,Griffith University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,124.625
2014,3032,3032-2014,Griffith University,Undergrad,06 Health,Domestic,3481.418
2014,3032,3032-2014,Griffith University,Undergrad,07 Education,Domestic,1755.25
2014,3032,3032-2014,Griffith University,Undergrad,08 Management and Commerce,Domestic,4314.375
2014,3032,3032-2014,Griffith University,Undergrad,09 Society and Culture,Domestic,5280.07959
2014,3032,3032-2014,Griffith University,Undergrad,10 Creative Arts,Domestic,3246.6875
2014,3032,3032-2014,Griffith University,Postgrad by course,01 Natural and Physical Sciences,International,19.875
2014,3032,3032-2014,Griffith University,Postgrad by course,02 Information Technology,International,190.075
