index,provider_name,prv,affiliation,affil_status,profit,type,ownership,TEQSA_type,ref_year,code_year,success_all,success_dom,success_int,attrition_all,attrition_dom,attrition_int,all_fte,salaried_fte,senior_fte,senior_headcount,sessional_fte,sessional_prop,senior_prop,ssr_all,primary_bfoe,eftsl_sum,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,ssr_all_type_avg,ssr_salaried_type_avg,sessional_prop_type_avg
187,Murdoch University,PRV12163,IRU,current,not_for_profit,university,public,university,2017,1034-2017,84.01,83.28,89.42,17.62,17.66,17.27,785.64,553.12,136.1,148.0,232.51999999999998,0.2959625273662237,0.17323456035843388,12.486979828165575,soc_cult,9810.2708322,0.3117969475684747,2.4561796444572037,0.7885216903423158,0.11388999200029651,0.1202502479368808,16.71146152,22.00846542,0.240680293
188,Queensland University of Technology,PRV12079,ATN,former,not_for_profit,university,public,university,2017,3042-2017,89.27,89.06,90.4,11.5,12.17,8.06,2110.12,1477.2,455.46,932.0,632.9199999999998,0.299945026823119,0.21584554432923247,16.6874395768961,mge_com,35212.5,0.23510649627263044,2.986895096178863,0.8587914630654772,0.131395101171459,0.15790202342917997,16.71146152,22.00846542,0.240680293
189,Royal Melbourne Institute of Technology,PRV12145,ATN,current,not_for_profit,university,public,university,2017,3034-2017,90.85,90.17,92.49,10.99,12.61,7.17,2009.18,1403.83,392.25,411.0,605.3500000000001,0.3012920694014474,0.19522889935197443,18.68044426084273,mge_com,37532.375,0.278059941583766,2.9514164791659794,0.8460634692676915,0.19517150193666136,0.2944691083364695,16.71146152,22.00846542,0.240680293
190,Southern Cross University,PRV12043,RUN,current,not_for_profit,university,public,university,2017,3038-2017,79.59,79.66,79.29,26.74,24.9,34.49,459.58,311.2,73.3,77.0,148.38,0.32286000261107967,0.15949345054179903,19.776752687236172,mge_com,9089.0,0.28174166574980747,2.6525232717046543,0.8100106455434087,0.1727500275057762,0.206362086038068,16.71146152,22.00846542,0.240680293
191,Swinburne University of Technology,PRV12148,non_aligned,current,not_for_profit,university,public,university,2017,2177-2017,83.55,82.56,88.18,22.42,23.57,15.79,1364.54,704.16,206.3,234.0,660.38,0.48395796385595147,0.15118648042563795,16.18255969044513,mge_com,22081.75,0.232941229748548,2.8043628894616583,0.8408091688187667,0.13883070861684424,0.17704665617534843,16.71146152,22.00846542,0.240680293
192,The University of Adelaide,PRV12105,Go8,current,not_for_profit,university,public,university,2017,3010-2017,90.54,89.97,92.01,9.68,11.63,4.49,1734.75,1481.41,466.92,505.0,253.33999999999992,0.1460383340538982,0.26915693904020754,11.052680720564924,soc_cult,19173.637880000002,0.19530722460895875,2.9635184894921576,0.8512561473491828,0.17420294369302022,0.2786973511987491,16.71146152,22.00846542,0.240680293
193,The University of Melbourne,PRV12150,Go8,current,not_for_profit,university,public,university,2017,3036-2017,94.13,94.27,93.92,5.6,6.82,3.02,4211.78,3464.08,1013.31,1139.0,747.6999999999998,0.1775258916657565,0.24058948947950748,11.01564552279559,mge_com,46395.4755,0.2294283523400897,2.9294165943034973,0.8409224318638607,0.44964326316690084,0.3949105446715381,16.71146152,22.00846542,0.240680293
194,The University of Notre Dame Australia,PRV12170,non_aligned,current,not_for_profit,university,private,university,2017,3044-2017,94.4,94.41,93.93,10.87,10.93,5.71,429.2,339.85,118.75,175.0,89.34999999999997,0.2081780055917986,0.2766775396085741,19.28929809313607,health,8278.966741574,0.3990076166632796,2.069460982526868,0.7188722822743963,0.16162618150506067,0.009643581363007267,16.71146152,22.00846542,0.240680293
195,The University of Queensland,PRV12080,Go8,current,not_for_profit,university,public,university,2017,3019-2017,91.26,90.29,93.6,8.91,10.95,4.08,3217.26,2766.4,785.02,846.0,450.8600000000001,0.14013788130272348,0.24400266064912376,11.63173399103585,mge_com,37422.3125,0.2230170169200527,2.837644765322314,0.8349253198571344,0.2266328410356789,0.2927180809577174,16.71146152,22.00846542,0.240680293
196,The University of Sydney,PRV12057,Go8,current,not_for_profit,university,public,university,2017,3040-2017,92.25,92.35,92.07,7.27,9.22,4.03,3914.6,2943.09,1094.58,1188.0,971.5099999999998,0.2481760588565881,0.2796147754559853,11.606135045044196,mge_com,45433.37624733,0.22691055236305163,2.8721624506795953,0.839156952855847,0.3460584863700059,0.37414399728655356,16.71146152,22.00846542,0.240680293
197,The University of Western Australia,PRV12169,Go8,current,not_for_profit,university,public,university,2017,1055-2017,90.25,90.78,88.27,9.03,9.18,8.24,1504.43,1373.6,454.74,497.0,130.83000000000015,0.08696316877488494,0.3022673038958276,11.753537884780282,nat_phys_sci,17682.375,0.35471055217412817,2.4941990930504203,0.7784744790802817,0.3419153252885995,0.20912773312408542,16.71146152,22.00846542,0.240680293
198,Torrens University Australia Ltd,PRV12209,non_aligned,current,for_profit,university,private,university,2017,5555-2017,76.37,73.1,81.16,23.86,23.85,23.88,,,,,,,,,mge_com,4852.4775,0.5524227572410175,1.7609126545040854,0.6183765528506701,0.2613734942614365,0.43920922868781975,16.71146152,22.00846542,0.240680293
199,University of Canberra,PRV12003,non_aligned,current,not_for_profit,university,public,university,2017,2241-2017,83.41,83.7,82.1,17.24,17.56,15.69,499.93,405.82,153.1,165.0,94.11000000000001,0.18824635448962856,0.30624287400236033,21.047196607525052,mge_com,10522.125,0.23399503427301996,2.8885826378674153,0.8455209455551684,0.12156527317438255,0.17298074295829027,16.71146152,22.00846542,0.240680293
200,University of Divinity,PRV12135,non_aligned,current,not_for_profit,university,public,university,2017,4331-2017,90.68,89.24,98.24,24.83,25.52,17.65,119.33,107.43,16.8,39.0,11.899999999999991,0.09972345596245698,0.14078605547640996,5.359278471465683,soc_cult,639.5227,1.0,0.0,0.0,0.5189119948361489,0.15918121436502566,16.71146152,22.00846542,0.240680293
201,University of New England,PRV12054,RUN,current,not_for_profit,university,public,university,2017,3039-2017,77.47,76.72,89.54,23.05,23.55,10.6,587.18,484.13,133.7,143.0,103.04999999999995,0.17549984672502464,0.22769849109302087,19.5159491127082,soc_cult,11459.375,0.3592691573493319,2.57697648311854,0.7874383528264419,0.22956094900463594,0.058489228251977096,16.71146152,22.00846542,0.240680293
202,University of New South Wales,PRV12055,Go8,current,not_for_profit,university,public,university,2017,3013-2017,93.3,93.84,92.3,6.91,7.93,4.08,3297.31,2674.23,853.03,1885.0,623.0799999999999,0.1889661572615253,0.2587048230224031,12.414843678635007,mge_com,40935.58821,0.2870894884839863,2.782877985419894,0.824030135063322,0.24972082207683513,0.35148559918543304,16.71146152,22.00846542,0.240680293
203,University of Newcastle,PRV12056,IRU,former,not_for_profit,university,public,university,2017,3014-2017,88.22,88.16,88.7,15.71,15.95,14.36,1378.2,1096.42,329.88,356.0,281.78,0.2044550863445073,0.23935568132346538,14.49363299956465,health,19975.125,0.2708618844688081,2.943859901300638,0.8446412309746515,0.11892916815289016,0.11153872629082422,16.71146152,22.00846542,0.240680293
204,University of South Australia,PRV12107,ATN,current,not_for_profit,university,public,university,2017,3027-2017,88.92,88.51,90.78,15.66,16.83,10.32,1473.41,1122.13,239.83,262.0,351.28,0.23841293326365368,0.1627720729464304,14.062588424131775,health,20719.95841,0.25430191005870845,2.9056876843993495,0.8409979145141625,0.14037592896886517,0.18227594502203445,16.71146152,22.00846542,0.240680293
205,University of Southern Queensland,PRV12081,RUN,current,not_for_profit,university,public,university,2017,2201-2017,78.09,77.7,80.9,25.84,26.53,19.59,802.81,577.47,138.6,146.0,225.33999999999992,0.28068907960787726,0.17264358939225968,15.24640014449247,education,12239.9625,0.20701656561447798,2.779894220175995,0.8416834753468334,0.1793816770271968,0.12206226122016305,16.71146152,22.00846542,0.240680293
206,University of Tasmania,PRV12110,non_aligned,current,not_for_profit,university,public,university,2017,3045-2017,85.99,84.68,91.55,29.83,32.08,8.61,1295.38,1110.46,244.15,258.0,184.92000000000007,0.1427534777439825,0.18847751239018665,14.651249826305794,health,18978.936,0.34866285444031214,2.7592879427264516,0.8063876686534577,0.15795406022761233,0.18786010975536246,16.71146152,22.00846542,0.240680293
207,University of Technology Sydney,PRV12060,ATN,current,not_for_profit,university,public,university,2017,3016-2017,91.3,92.03,89.46,8.45,8.26,8.87,1736.84,1225.39,418.09,457.0,511.4499999999998,0.2944715690564472,0.24071877662882016,17.978363969594206,mge_com,31225.54167695,0.28859987744751364,2.880918676529377,0.8398171843541489,0.20973081597442056,0.2837080488019034,16.71146152,22.00846542,0.240680293
208,University of the Sunshine Coast,PRV12082,RUN,current,not_for_profit,university,public,university,2017,3043-2017,85.29,84.83,87.0,20.04,19.17,23.08,544.82,389.53,89.1,96.0,155.29000000000008,0.28502991813810075,0.16354025182629123,18.819059505891854,health,10253.0,0.2877267628986638,2.7912617962370083,0.8250052850230674,0.1339181215254072,0.20848775968009364,16.71146152,22.00846542,0.240680293
209,University of Wollongong,PRV12062,non_aligned,current,not_for_profit,university,public,university,2017,1058-2017,88.04,88.89,85.34,14.63,12.62,19.84,1272.59,1002.93,313.04,336.0,269.65999999999997,0.2118985690599486,0.24598653140445867,14.674496036470508,mge_com,18674.616911052,0.21474068874348293,2.8885964560485027,0.8522045455050269,0.19190264254572698,0.24190849466306466,16.71146152,22.00846542,0.240680293
210,Victoria University,PRV12152,non_aligned,current,not_for_profit,university,public,university,2017,3007-2017,82.73,82.15,84.71,19.95,20.02,19.58,783.75,603.69,146.97,165.0,180.05999999999995,0.2297416267942583,0.18752153110047848,19.421738437001597,health,15221.7875,0.24659965197911218,2.659332519647807,0.8154823250036677,0.15423862013577577,0.22761781426787098,16.71146152,22.00846542,0.240680293
211,Western Sydney University,PRV12061,IRU,current,not_for_profit,university,public,university,2017,3004-2017,82.85,82.41,86.17,15.22,15.18,15.7,1615.68,1052.9,323.8,347.0,562.78,0.34832392552980784,0.200410972469796,19.286840525351554,soc_cult,31161.3625,0.28998852344790765,2.813227164616968,0.8237552243451989,0.12166268403700256,0.1184676215617979,16.71146152,22.00846542,0.240680293
212,The National Institute of Dramatic Art,PRV12052,NUHEP,current,not_for_profit,other,private,not_for_profit,2013,2148-2013,99.39,99.38,100.0,6.56,5.17,33.33,,,,,,,,,creat_art,166.0,1.0,0.0,0.0,0.08433734939759036,0.024096385542168676,20.48595849,29.85409253,0.313797314
213,Marcus Oldham College,PRV12133,NUHEP,current,not_for_profit,other,private,not_for_profit,2013,2170-2013,100.0,100.0,,1.33,1.33,,,,,,,,,,agri_env,166.625,1.0,0.0,0.0,0.020255063765941484,0.0,20.48595849,29.85409253,0.313797314
214,Avondale College Limited,PRV12015,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,2252-2013,91.37,91.51,89.04,15.66,15.61,16.67,96.92,68.68,8.0,8.0,28.239999999999995,0.29137432934378865,0.08254230293025175,10.709863805200165,education,1038.0,0.526252408477842,1.8118377913690764,0.6335598706290072,0.04046242774566474,0.0626204238921002,20.48595849,29.85409253,0.313797314
215,"Australian Film, Television and Radio School",PRV12011,NUHEP,current,not_for_profit,government,public,not_for_profit,2013,2271-2013,99.76,99.76,,4.92,4.92,,,,,,,,,,creat_art,210.5,1.0,0.0,0.0,0.7434679334916865,0.0,20.48595849,29.85409253,0.313797314
216,Christian Heritage College,PRV12074,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,4333-2013,81.23,81.08,92.16,28.73,28.3,60.0,,,,,,,,,soc_cult,489.95,0.462292070619451,1.324994534730253,0.5712411053146925,0.15782222675783245,0.013266659863251352,20.48595849,29.85409253,0.313797314
217,Tabor College Incorporated,PRV12103 ,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,4334-2013,84.6,84.6,,24.32,24.32,,,,,,,,,,soc_cult,399.72856,0.4819922299272286,1.266204915541184,0.5540957337104618,0.19367282637998146,0.0,20.48595849,29.85409253,0.313797314
218,Australian College of Theology Limited,PRV12010,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,4335-2013,91.48,91.67,87.82,26.28,26.24,27.27,,,,,,,,,soc_cult,1436.46875,1.0,0.0,0.0,0.4577849326690887,0.049709574259795074,20.48595849,29.85409253,0.313797314
219,Eastern College Australia Incorporated,PRV12149,NUHEP,current,not_for_profit,other,private,not_for_profit,2013,4337-2013,90.62,90.53,92.28,27.22,27.39,0.0,,,,,,,,,soc_cult,161.40800000000002,0.6778350515463917,0.9067202396957968,0.4367493888829844,0.4880984833465503,0.053510358842188736,20.48595849,29.85409253,0.313797314
220,Moore Theological College Council,PRV12033,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,4338-2013,95.82,96.01,88.82,15.44,14.39,50.0,,,,,,,,,soc_cult,337.17780000000005,1.0,0.0,0.0,0.062281680466507575,0.026547418009133458,20.48595849,29.85409253,0.313797314
221,Monash College Pty Ltd,PRV12139,NUHEP,current,not_for_profit,pathway,private,not_for_profit,2013,4340-2013,79.91,75.89,80.12,13.01,16.67,12.75,,,,,,,,,mge_com,1249.875,0.7388738873887388,1.2382473999269092,0.4308558268568131,0.0,0.9487948794879488,20.48595849,29.85409253,0.313797314
222,Harvest Bible College Ltd,PRV12127,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,4341-2013,75.78,74.65,94.01,20.08,20.08,,,,,,,,,,soc_cult,159.16099999999997,1.0,0.0,0.0,0.27981729192452925,0.05761461664603767,20.48595849,29.85409253,0.313797314
223,The Australian Institute of Music Limited,PRV12050,NUHEP,current,not_for_profit,other,private,not_for_profit,2013,4343-2013,100.0,100.0,100.0,22.64,22.89,17.65,,,,,,,,,creat_art,955.4654000000002,0.9148943541021998,0.4199185719362962,0.15572534986823688,0.04115795297244672,0.0495990749638867,20.48595849,29.85409253,0.313797314
224,Excelsia College,PRV12064,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,4346-2013,92.04,91.94,93.88,16.11,15.76,25.0,,,,,,,,,creat_art,325.281,0.4599869036310144,1.4570840293733394,0.6142909349652268,0.5104232955506163,0.05379963785158063,20.48595849,29.85409253,0.313797314
225,Australian College of Christian Studies Ltd,PRV12047,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,4347-2013,89.81,89.81,,27.27,27.27,,,,,,,,,,soc_cult,20.25,1.0,0.0,0.0,0.0,0.0,20.48595849,29.85409253,0.313797314
226,Adelaide College of Divinity Incorporated,PRV12088,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,4355-2013,89.76,89.76,,34.21,34.21,,,,,,,,,,soc_cult,35.3772,1.0,0.0,0.0,0.1885084178510453,0.0,20.48595849,29.85409253,0.313797314
227,The College of Law Limited,PRV12048,NUHEP,current,not_for_profit,other,private,not_for_profit,2013,4359-2013,98.8,98.82,98.39,12.78,12.79,11.54,,,,,,,,,soc_cult,1511.98,1.0,0.0,0.0,1.0,0.03864799798939139,20.48595849,29.85409253,0.313797314
228,Perth Bible College Inc,PRV12165,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,4360-2013,90.86,89.88,100.0,48.84,50.0,44.44,,,,,,,,,soc_cult,41.609249999999996,1.0,0.0,0.0,0.019027019232502388,0.09012419113538457,20.48595849,29.85409253,0.313797314
229,Campion Institute Limited,PRV12017,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,4368-2013,93.34,93.44,91.18,16.67,14.29,100.0,,,,,,,,,soc_cult,93.875,1.0,0.0,0.0,0.0,0.045272969374167776,20.48595849,29.85409253,0.313797314
230,Tabor College Tasmania Inc.,PRV12109,NUHEP,current,not_for_profit,faith_based,private,not_for_profit,2013,4370-2013,100.0,100.0,,35.71,35.71,,,,,,,,,,soc_cult,41.34375,1.0,0.0,0.0,0.07256235827664399,0.0,20.48595849,29.85409253,0.313797314
231,INSEARCH Limited,PRV12022,NUHEP,current,not_for_profit,pathway,private,not_for_profit,2013,4380-2013,78.71,75.87,79.9,13.89,14.97,13.13,,,,,,,,,mge_com,1258.3703691599999,0.3629032257687685,2.1060497811830836,0.7435146051786705,0.0,0.7035260183621154,20.48595849,29.85409253,0.313797314
232,Australian Guild of Music Education Inc.,PRV12114,NUHEP,current,not_for_profit,other,private,not_for_profit,2013,4382-2013,67.08,67.08,,50.0,50.0,,,,,,,,,,creat_art,15.4705112,1.0,0.0,0.0,0.0,0.0,20.48595849,29.85409253,0.313797314
233,Australian Academy of Music and Performing Arts,PRV12026,NUHEP,current,not_for_profit,other,private,not_for_profit,2013,4388-2013,84.69,83.48,92.65,19.51,16.67,40.0,,,,,,,,,creat_art,93.19899999999998,0.9892810008691081,0.08552283294250518,0.021208204377047755,0.010718999130891964,0.13250142168907392,20.48595849,29.85409253,0.313797314
234,The MIECAT Institute Inc.,PRV12136,NUHEP,current,not_for_profit,other,private,not_for_profit,2013,4393-2013,96.32,96.32,,10.17,10.17,,,,,,,,,,soc_cult,52.0,1.0,0.0,0.0,1.0,0.0,20.48595849,29.85409253,0.313797314
